@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE lp NUMERIC
@ATTRIBUTE unit NUMERIC

@DATA
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9397.cnf,1.0,0.86,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5328.cnf,1.0,2.95,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1085.cnf,1.0,0.01,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3577.cnf,1.0,0.44,0.0,0.04,42.72,2.01,0.07,0.68,2.16,2.46,2.0,62.43,0.16
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3522.cnf,1.0,0.36,0.0,0.01,1.21,0.42,0.03,0.28,2.19,2.55,2.0,60.31,0.35
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3489.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1064.cnf,1.0,0.12,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1109.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc171.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9475.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3918.cnf,1.0,3.28,0.03,2.27,60.1,2.01,2.01,2.43,2.2,2.36,2.0,68.81,0.19
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc2354.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3567.cnf,1.0,0.39,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3556.cnf,1.0,0.37,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5304.cnf,1.0,3.33,0.01,0.1,60.02,2.01,0.2,2.23,2.13,2.26,2.0,84.38,3.13
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3468.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3816.cnf,1.0,2.99,0.03,2.18,60.07,2.01,2.0,2.38,2.18,2.35,2.0,69.4,0.2
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3754.cnf,1.0,2.03,0.03,2.57,60.14,2.01,2.0,2.49,2.22,2.31,2.0,65.96,0.21
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9461.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3641.cnf,1.0,0.5,0.0,0.02,28.19,0.71,0.03,0.29,2.19,2.34,2.0,60.78,0.38
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1098.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1084.cnf,1.0,0.01,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1095.cnf,1.0,0.03,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc168.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3893.cnf,1.0,0.4,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3692.cnf,1.0,1.41,0.01,0.19,60.06,2.01,0.21,2.09,2.12,2.31,2.0,47.38,0.38
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc962.cnf,1.0,1.86,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1044.cnf,1.0,5.13,0.05,2.98,60.31,2.01,2.0,2.51,2.24,2.34,2.0,65.24,0.98
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9594.cnf,1.0,0.79,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3791.cnf,1.0,0.36,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3488.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1081.cnf,1.0,0.01,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3499.cnf,1.0,0.02,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5324.cnf,1.0,2.95,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5335.cnf,1.0,3.37,0.03,0.16,60.03,2.01,0.24,2.35,2.15,2.21,2.0,107.04,2.82
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3485.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1074.cnf,1.0,5.1,0.13,34.27,60.05,2.04,1.84,3.4,2.65,2.62,2.01,60.75,18.92
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3928.cnf,1.0,3.31,0.04,2.37,60.11,2.01,2.01,2.43,2.19,2.37,2.0,68.35,0.19
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc170.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3829.cnf,1.0,3.02,0.03,2.21,60.14,2.01,2.0,2.39,2.2,2.35,2.0,68.8,0.22
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1119.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1060.cnf,1.0,0.12,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9428.cnf,1.0,0.61,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3815.cnf,1.0,3.0,0.04,2.21,60.03,2.01,2.0,2.37,2.22,2.37,2.0,68.98,0.21
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5314.cnf,1.0,2.98,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1109.cnf,1.0,2.36,0.02,1.48,60.11,2.01,1.75,2.37,2.2,2.32,2.0,63.91,0.92
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3478.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3826.cnf,1.0,3.02,0.03,2.21,60.05,2.01,2.01,2.4,2.18,2.34,2.0,67.86,0.23
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9471.cnf,1.0,1.14,0.0,0.01,9.69,0.22,0.02,0.16,2.14,2.27,2.0,50.73,0.07
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1116.cnf,1.0,4.93,0.05,3.58,60.91,2.01,1.99,2.5,2.27,2.31,2.0,64.48,1.05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9407.cnf,1.0,0.9,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc972.cnf,1.0,6.66,0.2,76.2,60.09,2.04,2.01,4.64,3.0,3.0,2.05,60.37,1.55
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3498.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3542.cnf,1.0,0.16,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3805.cnf,1.0,0.38,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3583.cnf,1.0,0.47,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc833.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3484.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3846.cnf,1.0,3.07,0.03,2.21,60.02,2.01,2.0,2.42,2.2,2.3,2.0,68.5,0.24
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc937.cnf,1.0,4.58,0.05,3.5,60.69,2.01,2.0,2.67,2.25,2.3,2.0,64.37,1.35
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3495.cnf,1.0,0.02,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3758.cnf,1.0,1.99,0.05,2.57,60.06,2.01,2.01,2.48,2.2,2.34,2.0,66.37,0.21
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc1104.cnf,1.0,6.9,0.23,80.35,60.12,2.04,2.0,4.75,3.07,3.01,2.07,60.34,4.62
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc987.cnf,1.0,2.46,0.03,1.6,60.25,2.01,0.49,2.41,2.18,2.27,2.0,63.32,1.3
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1129.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1070.cnf,1.0,0.13,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5331.cnf,1.0,0.26,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc923.cnf,1.0,4.62,0.04,3.45,60.59,2.01,2.0,2.66,2.26,2.33,2.0,64.41,0.64
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9481.cnf,1.0,0.07,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc137.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5320.cnf,1.0,3.22,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3836.cnf,1.0,3.0,0.04,2.19,60.09,2.01,2.0,2.38,2.17,2.28,2.01,69.14,0.21
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3897.cnf,1.0,2.52,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9438.cnf,1.0,1.13,0.01,0.0,9.74,0.23,0.01,0.14,2.15,2.3,2.0,50.55,0.07
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1016.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3825.cnf,1.0,3.04,0.03,2.21,60.03,2.01,2.0,2.4,2.21,2.33,2.0,68.3,0.22
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3474.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3737.cnf,1.0,1.97,0.04,2.56,60.05,2.02,1.99,2.45,2.23,2.36,2.0,66.19,0.2
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1027.cnf,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.32,0.3,0.0,0.0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9427.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5310.cnf,1.0,3.39,0.01,0.11,60.02,2.01,0.19,2.23,2.13,2.23,2.0,84.29,3.2
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3822.cnf,1.0,3.01,0.04,2.25,60.04,2.01,2.0,2.37,2.21,2.36,2.0,69.9,0.2
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3519.cnf,1.0,0.35,0.0,0.01,1.48,0.6,0.03,0.34,2.19,2.51,2.0,60.35,0.46
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1090.cnf,1.0,0.03,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1313.cnf,1.0,5.88,0.05,5.94,60.37,2.01,2.0,2.74,2.32,2.36,2.0,62.1,1.83
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1105.cnf,1.0,0.03,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5519.cnf,1.0,0.27,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9417.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1047.cnf,1.0,0.08,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/xinetd_vc56703.cnf,1.0,0.3,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3900.cnf,1.0,2.51,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3856.cnf,1.0,3.08,0.03,2.27,60.07,2.01,2.0,2.43,2.17,2.33,2.0,68.14,0.43
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3494.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3757.cnf,1.0,1.95,0.04,2.58,60.1,2.02,2.0,2.49,2.21,2.34,2.0,66.56,0.03
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3509.cnf,1.0,0.34,0.0,0.0,0.23,0.05,0.0,0.05,2.28,2.44,2.0,0.24,0.28
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5330.cnf,1.0,0.26,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3491.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9437.cnf,1.0,1.14,0.0,0.01,9.73,0.23,0.02,0.14,2.14,2.26,2.0,50.58,0.08
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9448.cnf,1.0,0.32,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3747.cnf,1.0,2.16,0.04,3.32,60.07,2.02,2.0,2.59,2.24,2.32,2.0,64.14,0.21
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3529.cnf,1.0,0.33,0.0,0.01,1.17,0.41,0.02,0.29,2.25,2.5,2.0,60.34,0.34
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3920.cnf,1.0,3.38,0.03,2.26,60.1,2.01,2.0,2.45,2.19,2.32,2.0,69.16,0.19
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc879.cnf,1.0,4.49,0.04,3.27,60.43,2.01,2.01,2.62,2.25,2.31,2.01,65.38,0.28
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1023.cnf,1.0,0.05,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc1131.cnf,1.0,1.09,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3679.cnf,1.0,1.12,0.01,0.18,60.07,2.01,0.2,2.06,2.12,2.31,2.0,71.36,0.38
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1057.cnf,1.0,0.07,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9468.cnf,1.0,0.32,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3811.cnf,1.0,0.38,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3767.cnf,1.0,0.37,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9413.cnf,1.0,0.84,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1188.cnf,1.0,5.92,0.05,5.78,60.47,2.03,1.99,2.75,2.34,2.38,2.0,62.34,1.68
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc949.cnf,1.0,2.08,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3505.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3852.cnf,1.0,3.12,0.04,2.26,60.1,2.01,2.0,2.41,2.21,2.32,2.0,68.65,0.47
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3665.cnf,1.0,0.71,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3490.cnf,1.0,0.02,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9447.cnf,1.0,0.32,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3930.cnf,1.0,3.32,0.04,2.26,60.09,2.01,2.0,2.46,2.19,2.36,2.0,70.22,0.18
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1033.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1022.cnf,1.0,0.05,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1121.cnf,1.0,0.01,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1125.cnf,1.0,2.33,0.04,1.42,60.28,2.01,0.75,2.31,2.16,2.31,2.0,63.18,0.95
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3480.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3798.cnf,1.0,0.37,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9433.cnf,1.0,0.09,?,?,?,?,?,?,?,?,?,0.0,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3699.cnf,1.0,1.43,0.0,0.2,60.09,2.01,0.2,2.1,2.14,2.33,2.0,47.83,0.38
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9444.cnf,1.0,1.11,0.01,0.0,10.23,0.23,0.03,0.14,2.13,2.25,2.0,50.72,0.07
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5532.cnf,1.0,3.09,0.02,0.1,60.62,2.01,0.18,2.24,2.13,2.18,2.0,75.12,1.36
