@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE lp NUMERIC
@ATTRIBUTE unit NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3771.cnf,1.0,0.38,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1020.cnf,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.33,0.3,0.01,0.0,0.0039098262786865,0.0033504962921142,0.0032169818878173
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9420.cnf,1.0,0.61,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5522.cnf,1.0,3.1,0.0,0.08,60.35,2.01,0.15,2.23,2.09,2.17,2.0,70.17,1.57,0.0128917694091796,0.0032839775085449,0.0116431713104248
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3672.cnf,1.0,0.94,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3584.cnf,1.0,0.47,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3847.cnf,1.0,2.98,0.04,2.21,60.1,2.01,2.0,2.39,2.18,2.35,2.0,68.38,0.22,0.0500922203063964,0.0056824684143066,0.0410764217376709
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc138.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.649162292480469e-05,8.487701416015625e-05,8.606910705566406e-05
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc979.cnf,1.0,3.6,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3479.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc886.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,8.511543273925781e-05,5.054473876953125e-05,9.107589721679688e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9626.cnf,1.0,1.05,0.0,0.01,9.44,0.22,0.02,0.11,2.14,2.36,2.0,60.26,0.25,0.0052776336669921,0.0018551349639892,0.0045738220214843
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3925.cnf,1.0,3.39,0.03,2.3,60.04,2.01,1.99,2.46,2.21,2.37,2.0,68.41,0.18,0.0478439331054687,0.0055999755859375,0.0417127609252929
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3750.cnf,1.0,2.15,0.04,3.32,60.14,2.01,2.0,2.47,2.24,2.37,2.0,64.01,0.23,0.0654780864715576,0.0079805850982666,0.0592942237854003
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1174.cnf,1.0,5.88,0.05,5.87,60.45,2.01,1.99,2.71,2.34,2.39,2.0,62.32,2.56,0.0978975296020507,0.0287683010101318,0.0867223739624023
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3662.cnf,1.0,0.68,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3779.cnf,1.0,0.35,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1160.cnf,1.0,5.8,0.05,5.84,61.03,2.02,1.99,2.68,2.32,2.37,2.0,62.17,0.77,0.0910654067993164,0.0104150772094726,0.0808041095733642
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1085.cnf,1.0,2.46,0.03,1.6,60.11,2.01,0.76,2.46,2.17,2.3,2.0,63.35,0.68,0.0424988269805908,0.0054121017456054,0.0351433753967285
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3878.cnf,1.0,2.29,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9451.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3966.cnf,1.0,0.41,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3911.cnf,1.0,3.41,0.03,2.27,60.03,2.01,2.0,2.44,2.18,2.33,2.0,69.61,0.18,0.054872989654541,0.0054755210876464,0.0450587272644043
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3682.cnf,1.0,1.13,0.01,0.19,60.02,2.01,0.19,2.09,2.12,2.32,2.0,72.1,0.38,0.0120298862457275,0.0030469894409179,0.010735273361206
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9459.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3956.cnf,1.0,3.34,0.03,2.33,60.1,2.01,1.99,2.46,2.23,2.33,2.0,68.09,0.35,0.0511424541473388,0.0055863857269287,0.0420854091644287
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3594.cnf,1.0,0.47,0.0,0.04,45.86,2.01,0.07,0.68,2.13,2.35,2.0,61.93,0.46,0.0067934989929199,0.0019588470458984,0.0076706409454345
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3857.cnf,1.0,0.35,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1048.cnf,1.0,0.01,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,0.0001187324523925,8.58306884765625e-05,9.083747863769533e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3945.cnf,1.0,3.4,0.04,2.32,60.02,2.01,1.99,2.47,2.2,2.33,2.0,68.31,0.22,0.0511050224304199,0.0056221485137939,0.0424351692199707
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1092.cnf,1.0,5.14,0.05,4.34,61.73,2.01,2.0,2.71,2.26,2.31,2.01,63.79,1.29,0.082841157913208,0.0092558860778808,0.0700826644897461
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3942.cnf,1.0,3.43,0.03,2.36,60.02,2.01,2.01,2.47,2.2,2.36,2.0,68.02,0.34,0.0520706176757812,0.0054776668548583,0.0425770282745361
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3639.cnf,1.0,0.48,0.0,0.02,28.11,0.69,0.05,0.29,2.2,2.48,2.0,60.73,0.37,0.0086524486541748,0.0028698444366455,0.0085153579711914
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1126.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.38690185546875e-05,4.410743713378906e-05,4.434585571289063e-05
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc967.cnf,1.0,2.4,0.03,1.52,60.21,2.01,0.49,2.34,2.17,2.27,2.0,63.67,0.88,0.0447213649749755,0.0052645206451416,0.0347368717193603
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc1080.cnf,1.0,2.4,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9625.cnf,1.0,1.05,0.0,0.01,9.8,0.22,0.02,0.1,2.15,2.25,2.0,60.3,0.25,0.0049011707305908,0.0035035610198974,0.0047245025634765
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1345.cnf,1.0,0.39,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1079.cnf,1.0,5.07,0.12,34.2,60.06,2.03,1.9,3.48,2.65,2.64,2.04,60.76,19.2,0.3422491550445556,0.0155723094940185,0.3198280334472656
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9479.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9424.cnf,1.0,0.09,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3877.cnf,1.0,2.27,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9622.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3888.cnf,1.0,0.39,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1095.cnf,1.0,2.44,0.02,1.62,60.16,2.01,2.01,2.41,2.17,2.27,2.0,63.21,0.92,0.0401258468627929,0.0054633617401123,0.0353100299835205
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc175.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.650520324707031e-05,4.76837158203125e-05,4.673004150390625e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3789.cnf,1.0,0.37,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5319.cnf,1.0,3.38,0.01,0.1,60.02,2.01,0.19,2.25,2.12,2.2,2.0,61.46,3.2,0.0117268562316894,0.0037696361541748,0.0094704627990722
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3703.cnf,1.0,1.48,0.01,0.19,60.1,2.01,0.24,2.08,2.1,2.33,2.0,47.47,0.38,0.0147182941436767,0.0031821727752685,0.01253342628479
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3874.cnf,1.0,2.3,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1058.cnf,1.0,0.11,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.673004150390625e-05,8.344650268554688e-05,8.487701416015625e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc154.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.7220458984375e-05,5.030632019042969e-05,5.507469177246094e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3955.cnf,1.0,3.31,0.02,2.33,60.04,2.01,2.0,2.46,2.21,2.36,2.0,70.79,0.34,0.051807165145874,0.0060257911682128,0.041741132736206
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc165.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.6253204345703125e-05,4.673004150390625e-05,6.031990051269531e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3867.cnf,1.0,2.24,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc151.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,0.0001049041748046,5.078315734863281e-05,5.078315734863281e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9455.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3853.cnf,1.0,3.09,0.04,2.27,60.07,2.01,2.0,2.4,2.19,2.31,2.0,68.4,0.41,0.0513100624084472,0.0057768821716308,0.0408637523651123
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5321.cnf,1.0,3.43,0.02,0.11,60.08,2.01,0.19,2.22,2.12,2.26,2.0,61.83,2.86,0.0144329071044921,0.0037653446197509,0.0142173767089843
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3635.cnf,1.0,0.48,0.0,0.02,26.59,0.61,0.04,0.3,2.18,2.48,2.0,60.81,0.26,0.0056071281433105,0.0018608570098876,0.0054237842559814
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9489.cnf,1.0,0.07,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1017.cnf,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.32,0.3,0.0,0.0,0.0039739608764648,0.001396894454956,0.0032331943511962
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9621.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1122.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.601478576660156e-05,8.702278137207031e-05,5.1021575927734375e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3898.cnf,1.0,2.53,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1297.cnf,1.0,6.16,0.05,4.86,60.13,2.01,2.0,2.64,2.29,2.42,2.01,63.17,6.5,0.0839920043945312,0.0096502304077148,0.0734016895294189
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1078.cnf,1.0,5.09,0.12,34.25,60.05,2.01,1.85,3.36,2.66,2.62,2.04,60.76,18.86,0.3439826965332031,0.0155673027038574,0.3238060474395752
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3799.cnf,1.0,0.38,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3931.cnf,1.0,3.38,0.04,2.29,60.07,2.01,2.01,2.42,2.2,2.38,2.0,68.91,0.19,0.0471470355987548,0.0057878494262695,0.041792869567871
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc963.cnf,1.0,2.3,0.02,1.46,60.09,2.01,0.53,2.33,2.19,2.36,2.0,63.79,1.5,0.0376439094543457,0.0053153038024902,0.0325636863708496
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5329.cnf,1.0,0.24,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3713.cnf,1.0,1.77,0.01,0.18,60.05,2.01,0.17,2.08,2.12,2.31,2.0,72.17,0.37,0.0115535259246826,0.0030333995819091,0.0104696750640869
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc438.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.649162292480469e-05,4.76837158203125e-05,4.9591064453125e-05
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1091.cnf,1.0,2.44,0.03,1.63,60.03,2.01,2.0,2.48,2.18,2.28,2.0,63.42,0.97,0.0367684364318847,0.0054035186767578,0.0321595668792724
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5318.cnf,1.0,3.36,0.02,0.11,60.01,2.01,0.18,2.25,2.13,2.23,2.0,62.83,3.18,0.011242389678955,0.0037822723388671,0.0093164443969726
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc164.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.674362182617188e-05,4.792213439941406e-05,4.649162292480469e-05
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1375.cnf,1.0,6.47,0.06,5.96,60.04,2.01,2.0,2.96,2.34,2.36,2.0,62.45,0.56,0.108454942703247,0.0100157260894775,0.0856156349182128
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9629.cnf,1.0,1.05,0.0,0.01,9.35,0.22,0.02,0.11,2.18,2.28,2.0,60.08,0.25,0.0064475536346435,0.0015408992767333,0.0055022239685058
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3908.cnf,1.0,3.29,0.04,2.26,60.07,2.01,2.0,2.44,2.21,2.29,2.0,68.57,0.18,0.0520555973052978,0.0054423809051513,0.0450561046600341
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1054.cnf,1.0,0.04,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.626678466796875e-05,4.911422729492188e-05,4.839897155761719e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3809.cnf,1.0,0.35,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5308.cnf,1.0,3.34,0.01,0.11,60.06,2.01,0.19,2.27,2.12,2.2,2.0,84.41,2.92,0.0129323005676269,0.0037055015563964,0.0138044357299804
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9465.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc458.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.744529724121094e-05,5.14984130859375e-05,4.696846008300781e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3645.cnf,1.0,0.59,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3894.cnf,1.0,0.45,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc973.cnf,1.0,2.41,0.02,1.52,60.04,2.01,2.01,2.34,2.18,2.35,2.01,63.48,0.96,0.0346920490264892,0.0053074359893798,0.0301017761230468
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3883.cnf,1.0,0.39,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1132.cnf,1.0,0.04,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.315376281738281e-05,4.38690185546875e-05,4.529953002929688e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9485.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3723.cnf,1.0,1.78,0.04,1.82,60.08,2.01,2.0,2.35,2.18,2.34,2.0,69.91,0.46,0.0457463264465332,0.0050456523895263,0.037367820739746
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9397.cnf,1.0,0.86,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5328.cnf,1.0,2.95,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1085.cnf,1.0,0.01,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,0.0001323223114013,4.458427429199219e-05,5.7697296142578125e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3577.cnf,1.0,0.44,0.0,0.04,42.72,2.01,0.07,0.68,2.16,2.46,2.0,62.43,0.16,0.0091712474822998,0.0017290115356445,0.0095067024230957
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3522.cnf,1.0,0.36,0.0,0.01,1.21,0.42,0.03,0.28,2.19,2.55,2.0,60.31,0.35,0.0071635246276855,0.0014827251434326,0.0062546730041503
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3489.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1064.cnf,1.0,0.12,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.3392181396484375e-05,8.058547973632812e-05,8.130073547363281e-05
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1109.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,7.891654968261719e-05,8.153915405273438e-05,9.775161743164062e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc171.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.745887756347656e-05,4.696846008300781e-05,8.559226989746094e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9475.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3918.cnf,1.0,3.28,0.03,2.27,60.1,2.01,2.01,2.43,2.2,2.36,2.0,68.81,0.19,0.0504953861236572,0.0059046745300292,0.0417687892913818
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc2354.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.817413330078125e-05,4.696846008300781e-05,4.6253204345703125e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3567.cnf,1.0,0.39,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3556.cnf,1.0,0.37,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5304.cnf,1.0,3.33,0.01,0.1,60.02,2.01,0.2,2.23,2.13,2.26,2.0,84.38,3.13,0.0122537612915039,0.0037384033203125,0.0101716518402099
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3468.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.696846008300781e-05,4.792213439941406e-05,8.082389831542969e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3816.cnf,1.0,2.99,0.03,2.18,60.07,2.01,2.0,2.38,2.18,2.35,2.0,69.4,0.2,0.0465483665466308,0.005537986755371,0.0404939651489257
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3754.cnf,1.0,2.03,0.03,2.57,60.14,2.01,2.0,2.49,2.22,2.31,2.0,65.96,0.21,0.0580768585205078,0.0054068565368652,0.0454626083374023
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9461.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3641.cnf,1.0,0.5,0.0,0.02,28.19,0.71,0.03,0.29,2.19,2.34,2.0,60.78,0.38,0.0075831413269042,0.0018723011016845,0.0046262741088867
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1098.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.673004150390625e-05,4.8160552978515625e-05,4.744529724121094e-05
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1084.cnf,1.0,0.01,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.3392181396484375e-05,4.315376281738281e-05,4.601478576660156e-05
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1095.cnf,1.0,0.03,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.76837158203125e-05,4.887580871582031e-05,8.893013000488281e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc168.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.291534423828125e-05,6.771087646484375e-05,4.363059997558594e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3893.cnf,1.0,0.4,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3692.cnf,1.0,1.41,0.01,0.19,60.06,2.01,0.21,2.09,2.12,2.31,2.0,47.38,0.38,0.0118649005889892,0.0032000541687011,0.0107951164245605
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc962.cnf,1.0,1.86,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1044.cnf,1.0,5.13,0.05,2.98,60.31,2.01,2.0,2.51,2.24,2.34,2.0,65.24,0.98,0.0601415634155273,0.0071747303009033,0.0533406734466552
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9594.cnf,1.0,0.79,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3791.cnf,1.0,0.36,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3488.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1081.cnf,1.0,0.01,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,6.4849853515625e-05,0.000105857849121,9.679794311523438e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3499.cnf,1.0,0.02,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5324.cnf,1.0,2.95,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5335.cnf,1.0,3.37,0.03,0.16,60.03,2.01,0.24,2.35,2.15,2.21,2.0,107.04,2.82,0.0178825855255126,0.0048372745513916,0.0152978897094726
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3485.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1074.cnf,1.0,5.1,0.13,34.27,60.05,2.04,1.84,3.4,2.65,2.62,2.01,60.75,18.92,0.3401072025299072,0.0156311988830566,0.3212740421295166
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3928.cnf,1.0,3.31,0.04,2.37,60.11,2.01,2.01,2.43,2.19,2.37,2.0,68.35,0.19,0.0469255447387695,0.0054683685302734,0.0413122177124023
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc170.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.650520324707031e-05,0.0001399517059326,5.888938903808594e-05
